time,wallet,open_pos,closed_pos,total_pos,pnl_closed,pnl_open,total_pnl,total_value
2022-02-27 15:06:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:07:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:08:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:09:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:10:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:11:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:12:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:13:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:14:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:15:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:16:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:17:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:18:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:19:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:20:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:21:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:22:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:23:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:24:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:25:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:26:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:27:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:28:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:29:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:30:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:31:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:32:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:33:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:34:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:35:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:36:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:37:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:38:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:39:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:40:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:41:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:42:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:43:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:44:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:45:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:46:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:47:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:48:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:49:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:50:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:51:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:52:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:53:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:54:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:55:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:56:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:57:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:58:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 15:59:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:00:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:01:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:02:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:03:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:04:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:05:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:06:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:07:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:08:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:09:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:10:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:11:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:12:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:13:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:14:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:15:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:16:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:17:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:18:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:19:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:20:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:21:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:22:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:23:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:24:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:25:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:26:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:27:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:28:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:29:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:30:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:31:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:32:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:33:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:34:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:35:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:36:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:37:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:38:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:39:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:40:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:41:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:42:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:43:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:44:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:45:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:46:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:47:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:48:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:49:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:50:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:51:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:52:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:53:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:54:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:55:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:56:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:57:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:58:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 16:59:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:00:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:01:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:02:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:03:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:04:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:05:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:06:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:07:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:08:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:09:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:10:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:11:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:12:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:13:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:14:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:15:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:16:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:17:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:18:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:19:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:20:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:21:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:22:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:23:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:24:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:25:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:26:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:27:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:28:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:29:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:30:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:31:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:32:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:33:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:34:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:35:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:36:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:37:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:38:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:39:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:40:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:41:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:42:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:43:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:44:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:45:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:46:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:47:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:48:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:49:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:50:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:51:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:52:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:53:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:54:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:55:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:56:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:57:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:58:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 17:59:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:00:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:01:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:02:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:03:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:04:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:05:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:06:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:07:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:08:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:09:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:10:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:11:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:12:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:13:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:14:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:15:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:16:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:17:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:18:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:19:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:20:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:21:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:22:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:23:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:24:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:25:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:26:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:27:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:28:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:29:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:30:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:31:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:32:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:33:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:34:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:35:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:36:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:37:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:38:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:39:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:40:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:41:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:42:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:43:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:44:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:45:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:46:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:47:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:48:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:49:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:50:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:51:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:52:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:53:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:54:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:55:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:56:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:57:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:58:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 18:59:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:00:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:01:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:02:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:03:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:04:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:05:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:06:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:07:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:08:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
2022-02-27 19:09:00,1003.1421614665039,0,3,3,3.1421614665038735,0,3.1421614665038735,1003.1421614665039
